clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,min_temp,min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd,airport
92,2013-08-26,14.2,50,400,291,119,907,891,28.9,1377543600,6.2,237,7.6,1377547200,21.1,1377514800,0.5,0.5,1017,final,53,1018,0.0,0.0,160,1193,9597,6982,3848,24.7,1377489600,237,9.7,4.4,LGA
77,2013-08-27,18.2,50,398,289,119,907,888,29.4,1377637200,7.7,228,9.4,1377608400,22.8,1377604800,1.5,1.5,1010,final,64,1011,0.0,0.0,257,1188,9564,6936,6179,25.9,1377576000,228,10.8,5.0,LGA
71,2013-08-28,19.8,49,397,287,119,906,885,28.0,1377705600,3.9,122,5.8,1377705600,22.8,1377684000,1.0,1.0,1010,final,74,1011,0.0,0.0,202,1184,9530,6889,4843,24.9,1377662400,122,4.9,2.3,LGA
82,2013-08-29,18.3,49,396,285,119,906,881,25.6,1377806400,6.0,72,7.2,1377799200,22.0,1377831600,0.0,0.0,1013,final,74,1015,0.0,0.0,220,1179,9495,6841,5270,23.5,1377748800,72,6.8,4.0,LGA
89,2013-08-30,17.5,49,394,283,119,905,877,29.4,1377896400,3.1,223,6.7,1377918000,21.1,1377846000,0.0,0.0,1012,final,65,1014,0.0,0.0,119,1174,9459,6793,2863,24.7,1377835200,223,7.7,4.0,LGA
89,2013-08-31,20.2,49,393,281,118,905,874,29.4,1377990000,2.7,209,7.6,1377939600,22.8,1377939600,0.5,0.5,1009,final,71,1010,0.0,0.0,82,1169,9421,6744,1974,26.1,1377921600,209,8.8,4.7,LGA
87,2013-09-01,21.1,49,391,279,118,904,870,29.0,1378058400,2.5,183,7.2,1378072800,24.0,1378090800,3.0,3.0,1008,final,75,1009,0.0,0.0,83,1164,9383,6695,1983,25.9,1378008000,183,7.3,3.8,LGA
92,2013-09-02,21.6,48,389,277,118,904,866,27.0,1378155600,3.3,159,7.6,1378137600,22.0,1378141200,7.5,7.5,1006,final,82,1007,0.0,0.0,142,1159,9343,6646,3403,24.9,1378094400,159,5.5,2.5,LGA
80,2013-09-03,17.1,48,388,275,118,903,862,27.8,1378238400,4.9,265,7.6,1378252800,21.7,1378263600,3.5,3.5,1007,final,67,1008,0.0,0.0,183,1154,9302,6595,4400,24.3,1378180800,265,8.5,3.9,LGA
21,2013-09-04,12.0,48,386,273,118,902,858,27.8,1378321200,7.8,288,8.1,1378281600,19.4,1378292400,0.0,0.0,1012,final,51,1013,0.0,0.0,273,1148,9259,6545,6545,23.3,1378267200,288,10.3,5.2,LGA
51,2013-09-05,9.8,48,384,271,118,902,854,25.0,1378407600,5.1,252,8.9,1378418400,18.9,1378436400,0.0,0.0,1014,final,45,1015,0.0,0.0,180,1143,9215,6494,4323,22.5,1378353600,252,10.6,4.7,LGA
44,2013-09-06,5.0,47,382,268,117,901,850,21.7,1378497600,5.5,150,6.7,1378440000,13.9,1378461600,0.0,0.0,1021,final,43,1022,0.0,0.0,256,1137,9170,6443,6146,17.9,1378440000,150,10.4,3.5,LGA
54,2013-09-07,7.9,47,380,266,117,900,846,25.6,1378580400,6.6,221,7.6,1378587600,16.1,1378548000,0.0,0.0,1015,final,45,1016,0.0,0.0,165,1131,9123,6391,3971,20.8,1378526400,221,9.3,3.4,LGA
57,2013-09-08,11.1,47,378,264,117,900,842,26.7,1378666800,5.7,257,9.4,1378670400,18.3,1378695600,0.0,0.0,1010,final,48,1011,0.0,0.0,233,1125,9075,6339,5586,23.0,1378612800,257,10.7,4.9,LGA
61,2013-09-09,8.3,47,376,262,117,899,838,22.2,1378756800,2.3,118,7.2,1378699200,15.0,1378720800,0.0,0.0,1020,final,51,1022,0.0,0.0,88,1119,9025,6286,2120,18.8,1378699200,118,8.1,3.8,LGA
91,2013-09-10,18.3,46,374,260,117,898,833,30.6,1378846800,2.3,204,7.2,1378846800,20.6,1378785600,0.5,0.5,1018,final,67,1019,0.0,0.0,77,1113,8974,6234,1859,25.0,1378785600,204,9.2,4.2,LGA
58,2013-09-11,21.1,46,372,258,116,897,829,33.9,1378918800,4.6,209,7.6,1378922400,25.0,1378893600,0.0,0.0,1016,final,63,1017,0.0,0.0,214,1106,8923,6181,5135,29.2,1378872000,209,9.7,4.1,LGA
88,2013-09-12,20.1,46,370,255,116,896,825,29.4,1379001600,5.3,200,10.3,1379026800,21.7,1379041200,10.0,10.0,1009,final,72,1010,0.0,0.0,208,1100,8871,6128,4987,25.7,1378958400,200,12.5,4.3,LGA
75,2013-09-13,14.2,46,367,253,116,896,820,24.4,1379098800,4.5,314,10.3,1379109600,16.1,1379127600,0.5,0.5,1004,final,66,1005,0.0,0.0,193,1093,8820,6075,4642,21.0,1379044800,314,11.1,5.3,LGA
34,2013-09-14,7.2,45,365,251,116,895,815,18.9,1379185200,3.4,321,8.1,1379196000,13.3,1379152800,0.0,0.0,1014,final,56,1015,0.0,0.0,121,1085,8771,6022,2912,16.0,1379131200,321,9.2,5.3,LGA
51,2013-09-15,6.6,45,364,249,116,894,811,22.2,1379275200,3.3,260,6.3,1379282400,12.2,1379239200,0.0,0.0,1019,final,52,1020,0.0,0.0,118,1078,8727,5969,2830,17.1,1379217600,260,6.4,3.1,LGA
82,2013-09-16,10.9,45,362,246,115,893,806,21.7,1379354400,5.3,239,10.3,1379386800,15.0,1379386800,0.0,0.0,1017,final,62,1018,0.0,0.0,167,1070,8689,5916,3999,18.5,1379304000,239,11.4,4.2,LGA
14,2013-09-17,2.8,44,361,244,115,892,801,17.8,1379451600,6.8,79,10.7,1379390400,10.0,1379412000,0.0,0.0,1027,final,47,1028,0.0,0.0,244,1064,8653,5863,5863,14.1,1379390400,79,11.5,4.3,LGA
2,2013-09-18,5.6,44,359,242,115,891,797,21.7,1379534400,6.8,256,6.7,1379545200,12.8,1379498400,0.0,0.0,1024,final,49,1025,0.0,0.0,242,1059,8616,5810,5810,16.8,1379476800,256,5.5,3.0,LGA
0,2013-09-19,8.7,44,357,240,115,890,792,24.4,1379617200,6.7,233,7.2,1379624400,13.9,1379584800,0.0,0.0,1019,final,53,1020,0.0,0.0,240,1054,8578,5757,5757,18.8,1379563200,233,8.3,2.7,LGA
12,2013-09-20,12.4,44,356,238,114,889,787,25.0,1379696400,6.6,212,7.6,1379710800,16.7,1379667600,0.0,0.0,1016,final,63,1017,0.0,0.0,238,1049,8539,5703,5703,20.0,1379649600,212,8.2,3.3,LGA
85,2013-09-21,16.2,43,354,235,114,888,782,23.9,1379786400,4.0,180,13.4,1379786400,16.1,1379754000,0.5,0.5,1010,final,79,1011,0.0,0.0,129,1044,8499,5649,3096,20.1,1379736000,180,16.5,5.4,LGA
64,2013-09-22,10.1,43,352,233,114,887,777,21.0,1379822400,6.4,306,11.2,1379887200,13.9,1379905200,18.5,18.5,1006,final,62,1007,0.0,0.0,209,1038,8459,5595,5019,17.9,1379822400,306,13.1,6.4,LGA
13,2013-09-23,4.6,43,351,231,114,886,772,18.9,1379966400,6.4,288,8.9,1379962800,11.1,1379930400,0.0,0.0,1014,final,52,1015,0.0,0.0,231,1032,8417,5540,5540,14.6,1379908800,288,10.2,5.3,LGA
7,2013-09-24,4.9,43,349,229,113,885,767,22.8,1380052800,6.3,265,6.7,1380074400,10.0,1380016800,0.0,0.0,1013,final,50,1014,0.0,0.0,229,1027,8374,5486,5485,15.9,1379995200,265,7.8,4.0,LGA
43,2013-09-25,6.3,43,347,226,113,884,762,22.2,1380135600,4.0,139,4.5,1380085200,12.8,1380103200,0.0,0.0,1012,final,48,1013,0.0,0.0,120,1021,8330,5431,2889,17.8,1380081600,139,6.8,2.1,LGA
69,2013-09-26,11.5,42,345,224,113,883,757,20.0,1380222000,2.6,75,8.1,1380207600,15.0,1380189600,0.0,0.0,1015,final,69,1016,0.0,0.0,131,1015,8286,5376,3139,17.3,1380168000,75,9.8,3.5,LGA
81,2013-09-27,10.0,42,343,222,113,882,751,18.9,1380301200,3.6,53,6.3,1380301200,13.9,1380268800,0.0,0.0,1021,final,66,1022,0.0,0.0,141,1009,8240,5321,3390,16.5,1380254400,53,6.0,3.6,LGA
33,2013-09-28,9.7,42,341,219,112,880,746,22.2,1380402000,4.9,84,6.3,1380394800,14.4,1380362400,0.0,0.0,1024,final,58,1025,0.0,0.0,195,1003,8194,5266,4689,18.3,1380340800,84,6.2,3.4,LGA
51,2013-09-29,11.4,42,339,217,112,879,741,21.1,1380477600,2.8,73,5.8,1380470400,15.6,1380445200,0.0,0.0,1020,final,68,1021,0.0,0.0,148,997,8147,5210,3561,17.7,1380427200,73,5.6,2.6,LGA
46,2013-09-30,10.6,41,337,215,112,878,736,22.8,1380571200,4.9,150,5.4,1380582000,14.4,1380535200,0.0,0.0,1015,final,64,1017,0.0,0.0,169,990,8099,5155,4053,18.0,1380513600,150,5.2,2.5,LGA
24,2013-10-01,11.3,41,335,212,112,877,730,26.7,1380657600,5.5,286,6.3,1380661200,16.7,1380621600,0.0,0.0,1013,final,54,1014,0.0,0.0,210,984,8051,5100,5049,21.4,1380600000,286,5.6,2.8,LGA
7,2013-10-02,13.4,41,333,210,111,876,725,28.9,1380744000,5.7,282,8.1,1380729600,18.9,1380708000,0.0,0.0,1013,final,54,1014,0.0,0.0,210,977,8003,5044,5044,23.6,1380686400,282,10.5,3.1,LGA
70,2013-10-03,12.1,40,331,208,111,874,720,26.1,1380826800,1.8,179,6.3,1380837600,18.3,1380794400,0.0,0.0,1016,final,55,1018,0.0,0.0,55,970,7956,4989,1314,22.1,1380772800,179,4.0,2.4,LGA
75,2013-10-04,15.4,40,330,206,111,873,714,29.4,1380909600,5.1,169,7.2,1380913200,20.0,1380873600,0.0,0.0,1015,final,62,1016,0.0,0.0,202,963,7910,4934,4854,23.4,1380859200,169,8.7,2.7,LGA
83,2013-10-05,16.2,40,328,203,110,872,709,22.8,1381003200,2.4,75,6.3,1380945600,17.8,1380967200,0.0,0.0,1016,final,81,1017,0.0,0.0,86,956,7865,4879,2064,19.7,1380945600,75,6.9,3.5,LGA
100,2013-10-06,17.3,40,326,201,110,870,703,21.1,1381100400,2.7,115,6.7,1381082400,18.0,1381057200,0.0,0.0,1017,final,88,1018,0.0,0.0,100,949,7823,4824,2398,19.4,1381032000,115,9.6,4.0,LGA
95,2013-10-07,16.8,39,324,199,110,869,698,25.0,1381172400,2.2,208,13.0,1381172400,16.7,1381201200,12.0,12.0,1011,final,78,1012,0.0,0.0,106,942,7780,4770,2537,20.8,1381118400,208,16.9,6.1,LGA
81,2013-10-08,5.3,39,322,196,109,867,692,18.9,1381258800,2.0,165,8.1,1381222800,13.3,1381230000,0.0,0.0,1021,final,49,1022,0.0,0.0,76,936,7737,4716,1835,16.2,1381204800,165,9.4,5.1,LGA
91,2013-10-09,6.9,39,321,194,109,866,687,17.2,1381348800,1.6,58,10.7,1381327200,12.2,1381316400,0.0,0.0,1026,final,58,1027,0.0,0.0,49,930,7693,4661,1165,15.1,1381291200,58,13.2,6.4,LGA
99,2013-10-10,10.3,39,319,192,109,864,681,18.3,1381442400,1.6,45,11.2,1381438800,12.8,1381402800,19.0,19.0,1021,final,72,1022,0.0,0.0,37,924,7648,4607,887,15.4,1381377600,45,12.4,7.6,LGA
97,2013-10-11,12.9,38,317,190,108,863,675,20.6,1381525200,1.8,56,10.7,1381489200,16.0,1381474800,12.0,12.0,1016,final,72,1017,0.0,0.0,51,919,7602,4553,1212,18.1,1381464000,56,13.7,8.1,LGA
83,2013-10-12,7.9,38,315,187,108,862,670,22.2,1381604400,4.6,61,12.5,1381600800,16.1,1381575600,0.0,0.0,1020,final,52,1021,0.0,0.0,187,912,7555,4500,4496,18.3,1381550400,61,15.6,8.1,LGA
77,2013-10-13,9.4,38,313,185,108,860,664,18.0,1381698000,3.3,67,11.6,1381644000,13.9,1381665600,0.0,0.0,1026,final,67,1027,0.0,0.0,144,906,7508,4446,3449,15.4,1381636800,67,13.5,7.1,LGA
50,2013-10-14,7.7,38,311,183,108,858,659,17.8,1381780800,2.8,101,4.5,1381723200,11.7,1381741200,0.0,0.0,1025,final,64,1026,0.0,0.0,137,900,7459,4393,3295,14.5,1381723200,101,5.6,3.0,LGA
34,2013-10-15,9.7,37,309,181,107,857,653,20.0,1381867200,4.8,111,5.4,1381878000,13.3,1381831200,0.0,0.0,1021,final,68,1022,0.0,0.0,177,894,7409,4340,4252,16.0,1381809600,111,5.3,2.7,LGA
98,2013-10-16,11.7,37,307,179,107,855,648,18.0,1381957200,1.5,116,5.4,1381939200,13.9,1381914000,0.0,0.0,1015,final,77,1016,0.0,0.0,38,887,7359,4287,911,15.8,1381896000,116,5.2,2.9,LGA
95,2013-10-17,14.7,37,305,176,107,854,642,22.2,1382036400,1.5,200,6.7,1382047200,16.1,1381982400,0.5,0.5,1009,final,80,1010,0.0,0.0,47,881,7309,4235,1132,18.5,1381982400,200,7.8,3.7,LGA
26,2013-10-18,6.9,36,302,174,106,852,636,20.0,1382122800,4.6,272,10.3,1382097600,14.4,1382097600,0.0,0.0,1009,final,51,1010,0.0,0.0,174,874,7259,4183,4182,17.5,1382068800,272,11.3,6.0,LGA
71,2013-10-19,6.4,36,300,172,106,850,631,17.2,1382205600,1.4,210,7.6,1382198400,12.2,1382173200,1.0,1.0,1011,final,56,1012,0.0,0.0,48,868,7209,4131,1160,15.2,1382155200,210,8.8,3.1,LGA
28,2013-10-20,3.0,36,298,170,106,849,625,17.2,1382299200,4.5,288,9.4,1382245200,10.6,1382266800,0.0,0.0,1012,final,48,1013,0.0,0.0,170,861,7160,4080,4080,14.4,1382241600,288,11.3,5.4,LGA
21,2013-10-21,2.1,36,296,168,105,847,620,18.9,1382378400,4.4,219,8.9,1382392800,11.7,1382353200,0.0,0.0,1017,final,42,1018,0.0,0.0,168,854,7113,4029,4029,15.2,1382328000,219,10.1,4.0,LGA
54,2013-10-22,6.0,35,295,166,105,845,614,18.9,1382461200,3.3,233,8.9,1382493600,12.2,1382432400,0.0,0.0,1009,final,55,1010,0.0,0.0,130,847,7070,3979,3129,15.2,1382414400,233,10.1,4.0,LGA
78,2013-10-23,1.6,35,293,164,104,844,609,12.2,1382558400,1.4,158,8.9,1382544000,8.3,1382583600,0.0,0.0,1005,final,54,1006,0.0,0.0,58,840,7031,3930,1387,10.7,1382500800,158,8.9,4.2,LGA
31,2013-10-24,-2.0,35,291,162,104,842,603,12.2,1382637600,3.6,281,10.3,1382644800,6.1,1382612400,0.0,0.0,1011,final,48,1012,0.0,0.0,159,833,6995,3882,3826,8.9,1382587200,281,12.9,6.4,LGA
31,2013-10-25,-1.8,34,290,160,104,840,598,12.2,1382738400,2.3,294,11.2,1382731200,5.6,1382688000,0.0,0.0,1018,final,48,1019,0.0,0.0,98,828,6959,3834,2359,8.8,1382673600,294,13.5,6.3,LGA
36,2013-10-26,-2.4,34,288,158,103,838,593,12.8,1382817600,4.2,230,10.7,1382806800,6.7,1382785200,0.0,0.0,1017,final,43,1018,0.0,0.0,158,823,6923,3786,3786,10.0,1382760000,230,13.9,5.2,LGA
49,2013-10-27,-1.9,34,287,156,103,836,587,14.4,1382900400,3.4,274,9.4,1382886000,9.4,1382875200,0.0,0.0,1013,final,39,1014,0.0,0.0,149,818,6886,3738,3587,11.6,1382846400,274,10.5,5.3,LGA
42,2013-10-28,-1.1,34,285,154,103,835,582,16.1,1382990400,3.9,244,7.6,1382979600,7.2,1382947200,0.0,0.0,1021,final,41,1022,0.0,0.0,151,813,6849,3691,3632,11.9,1382932800,244,10.3,3.7,LGA
63,2013-10-29,-1.0,34,284,152,102,833,577,12.2,1383076800,2.7,47,6.7,1383019200,6.7,1383044400,0.0,0.0,1027,final,47,1028,0.0,0.0,141,808,6811,3645,3379,9.8,1383019200,47,7.6,3.7,LGA
88,2013-10-30,5.1,33,282,150,102,831,571,15.0,1383159600,1.6,143,5.8,1383156000,8.9,1383123600,0.0,0.0,1023,final,62,1024,0.0,0.0,66,803,6773,3599,1573,12.3,1383105600,143,5.6,2.4,LGA
94,2013-10-31,11.8,33,281,148,102,829,566,18.0,1383231600,1.4,176,7.6,1383264000,12.0,1383195600,1.5,1.5,1016,final,78,1017,0.0,0.0,60,798,6734,3553,1439,15.7,1383192000,176,10.8,3.6,LGA
80,2013-11-01,13.1,33,279,146,101,827,561,21.1,1383310800,2.5,214,15.7,1383303600,16.7,1383357600,1.5,1.5,1002,final,70,1003,0.0,0.0,94,793,6695,3508,2250,18.9,1383278400,214,17.7,6.0,LGA
64,2013-11-02,6.8,33,277,144,101,826,556,19.4,1383415200,2.7,189,9.8,1383429600,13.3,1383390000,0.0,0.0,1003,final,57,1004,0.0,0.0,134,788,6656,3463,3211,15.8,1383364800,189,6.6,3.0,LGA
72,2013-11-03,-0.4,31,265,137,101,824,551,13.8,1383451200,1.7000000000000002,302,10.3,1383516000,3.3,1383537600,0.0,0.0,1018,final,54,1019,0.0,0.0,72,783,6616,3419,1802,8.3,1383451200,302,11.2,6.0,LGA
40,2013-11-04,-9.0,32,274,141,100,822,546,7.2,1383595200,3.7,67,8.9,1383570000,1.1,1383559200,0.0,0.0,1035,final,37,1036,0.0,0.0,105,777,6576,3375,2515,4.6,1383541200,67,10.3,4.8,LGA
85,2013-11-05,0.6000000000000001,32,272,139,100,820,541,12.8,1383667200,1.2,114,6.3,1383634800,5.6,1383627600,0.0,0.0,1034,final,55,1036,0.0,0.0,47,772,6535,3332,1120,9.3,1383627600,114,6.8,3.1,LGA
74,2013-11-06,6.8,32,271,137,100,818,536,15.0,1383764400,2.3,171,7.6,1383760800,8.9,1383728400,0.0,0.0,1025,final,69,1026,0.0,0.0,110,767,6495,3290,2631,12.5,1383714000,171,9.3,3.8,LGA
76,2013-11-07,8.2,32,269,135,99,816,531,17.2,1383825600,1.5,261,12.5,1383865200,7.2,1383883200,3.5,3.5,1010,final,72,1012,0.0,0.0,44,762,6453,3248,1052,13.3,1383800400,261,14.7,5.8,LGA
44,2013-11-08,-3.2,32,267,134,99,815,526,9.4,1383930000,2.8,293,12.5,1383922800,5.0,1383912000,0.0,0.0,1016,final,47,1017,0.0,0.0,99,757,6412,3207,2385,7.5,1383886800,293,14.8,7.1,LGA
65,2013-11-09,-4.2,31,265,132,99,813,522,10.0,1384023600,2.3,252,8.1,1383973200,4.4,1383991200,0.0,0.0,1021,final,44,1022,0.0,0.0,74,752,6370,3167,1783,7.4,1383973200,252,10.6,4.8,LGA
69,2013-11-10,-0.9,31,264,130,98,811,517,15.6,1384102800,3.2,253,13.9,1384110000,7.2,1384081200,0.0,0.0,1012,final,47,1013,0.0,0.0,127,747,6329,3127,3041,10.2,1384059600,253,16.7,6.7,LGA
81,2013-11-11,-3.6,31,262,129,98,809,512,11.7,1384207200,3.2,271,11.2,1384146000,6.7,1384171200,0.0,0.0,1018,final,40,1019,0.0,0.0,104,742,6287,3088,2496,9.4,1384146000,271,13.6,6.3,LGA
85,2013-11-12,-4.7,31,260,127,98,807,508,10.6,1384243200,1.1,311,12.5,1384286400,0.6000000000000001,1384315200,2.0,2.0,1019,final,53,1020,1.5,0.0,33,736,6245,3050,788,4.3,1384232400,311,14.4,7.3,LGA
14,2013-11-13,-9.6,30,258,126,97,806,504,3.9,1384369200,3.4,306,9.8,1384365600,-1.1,1384336800,0.0,0.0,1025,final,45,1026,0.0,0.0,126,731,6202,3013,3013,1.5,1384318800,306,10.7,6.2,LGA
46,2013-11-14,-9.9,30,257,124,97,804,499,11.1,1384459200,2.7,242,9.4,1384444800,1.7000000000000002,1384416000,0.0,0.0,1022,final,32,1022,0.0,0.0,122,726,6160,2976,2935,6.5,1384405200,242,11.0,5.9,LGA
73,2013-11-15,-4.1,30,255,123,97,802,495,13.3,1384538400,1.1,209,6.7,1384538400,6.1,1384513200,0.0,0.0,1021,final,38,1022,0.0,0.0,35,721,6118,2941,847,9.8,1384491600,209,6.4,3.0,LGA
73,2013-11-16,4.0,30,253,121,96,800,491,14.4,1384621200,2.8,207,7.2,1384632000,8.3,1384603200,0.5,0.5,1024,final,64,1025,0.0,0.0,95,716,6076,2906,2283,11.0,1384578000,207,5.9,2.6,LGA
99,2013-11-17,10.7,30,251,120,96,799,487,16.0,1384718400,1.5,97,6.3,1384725600,9.0,1384664400,0.0,0.0,1018,final,90,1019,0.0,0.0,34,711,6035,2872,811,12.3,1384664400,97,8.0,3.0,LGA
46,2013-11-18,2.8,29,250,118,96,797,483,18.3,1384801200,3.2,247,13.0,1384833600,10.6,1384833600,7.0,7.0,1003,final,48,1004,0.0,0.0,118,706,5994,2838,2837,15.6,1384750800,247,18.0,6.8,LGA
37,2013-11-19,-4.2,29,248,117,96,795,479,10.5,1384837200,3.2,313,13.4,1384873200,2.8,1384920000,0.0,0.0,1016,final,45,1017,0.0,0.0,112,701,5953,2806,2683,6.8,1384837200,313,15.6,8.3,LGA
58,2013-11-20,-8.8,29,246,116,95,794,475,6.7,1384974000,2.1,116,9.4,1384948800,0.0,1384948800,0.0,0.0,1032,final,42,1033,0.0,0.0,107,697,5913,2775,2560,3.3,1384923600,116,9.8,4.2,LGA
82,2013-11-21,-1.7000000000000002,29,245,114,95,792,472,10.6,1385085600,1.9,155,5.8,1385064000,2.2,1385024400,0.0,0.0,1032,final,55,1033,0.0,0.0,81,692,5874,2744,1941,6.8,1385010000,155,6.0,3.1,LGA
96,2013-11-22,6.9,29,243,113,95,790,468,13.9,1385150400,1.9,226,7.2,1385136000,10.6,1385096400,2.0,2.0,1018,final,72,1019,0.0,0.0,61,687,5836,2715,1458,11.9,1385096400,226,9.2,3.6,LGA
55,2013-11-23,-4.8,28,242,112,94,789,465,12.2,1385182800,3.1,305,16.5,1385247600,0.0,1385265600,0.0,0.0,1013,final,47,1014,0.0,0.0,108,682,5799,2687,2602,6.0,1385182800,305,20.2,8.3,LGA
35,2013-11-24,-14.0,28,240,111,94,787,461,-0.30000000000000004,1385269200,1.8,308,17.0,1385305200,-4.4,1385290800,0.0,0.0,1021,final,42,1022,0.0,0.0,70,677,5765,2659,1674,-2.8,1385269200,308,21.4,10.8,LGA
47,2013-11-25,-12.8,28,239,110,94,786,458,1.7000000000000002,1385409600,3.0,265,10.3,1385359200,-4.4,1385366400,0.0,0.0,1028,final,42,1029,0.0,0.0,110,673,5733,2633,2633,-1.3,1385355600,265,11.6,5.5,LGA
100,2013-11-26,-5.1,28,238,109,94,784,455,7.0,1385524800,0.9,153,7.2,1385524800,1.1,1385442000,10.0,10.0,1022,final,58,1023,0.0,0.0,27,668,5704,2607,652,3.1,1385442000,153,13.4,3.5,LGA
99,2013-11-27,5.7,28,237,108,93,783,452,15.0,1385542800,0.9,254,14.8,1385604000,2.2,1385611200,56.0,56.0,996,final,83,998,0.0,0.0,19,664,5678,2583,457,8.5,1385528400,254,20.5,8.5,LGA
48,2013-11-28,-11.1,27,236,107,93,782,449,1.9,1385665200,3.0,308,13.9,1385614800,-0.6000000000000001,1385643600,0.0,0.0,1021,final,42,1022,0.0,0.0,103,659,5655,2560,2470,0.6000000000000001,1385614800,308,18.5,7.6,LGA
51,2013-11-29,-9.6,27,235,106,93,780,446,3.3,1385748000,2.8,309,8.1,1385758800,-0.6000000000000001,1385784000,0.0,0.0,1034,final,45,1035,0.0,0.0,71,656,5634,2538,1700,1.1,1385701200,309,8.5,4.0,LGA
61,2013-11-30,-8.5,27,234,105,93,779,444,3.3,1385870400,2.2,81,6.3,1385802000,-3.9,1385809200,0.0,0.0,1036,final,53,1037,0.0,0.0,68,653,5614,2517,1633,0.1,1385787600,81,6.4,3.2,LGA
86,2013-12-01,-1.5,27,233,104,93,778,441,8.9,1385942400,1.7000000000000002,198,4.5,1385884800,2.8,1385884800,0.0,0.0,1020,final,58,1021,0.0,0.0,95,651,5594,2497,2284,6.4,1385874000,198,4.0,1.5,LGA
82,2013-12-02,1.6,27,232,103,92,777,439,7.2,1386010800,1.4,111,4.0,1386007200,5.0,1386043200,0.0,0.0,1013,final,73,1014,0.0,0.0,57,648,5575,2478,1375,6.1,1385960400,111,4.4,2.6,LGA
55,2013-12-03,1.1,27,232,102,92,776,437,11.7,1386100800,2.3,167,4.5,1386079200,3.3,1386064800,0.0,0.0,1012,final,67,1013,0.0,0.0,66,646,5557,2460,1595,7.1,1386046800,167,4.4,2.0,LGA
79,2013-12-04,1.4,27,231,102,92,775,434,8.9,1386183600,2.3,53,4.5,1386187200,4.4,1386147600,0.0,0.0,1018,final,69,1019,0.0,0.0,100,644,5540,2443,2388,6.7,1386133200,53,9.3,2.5,LGA
100,2013-12-05,8.9,27,230,101,92,774,432,14.4,1386288000,0.7000000000000001,117,6.3,1386270000,7.8,1386223200,0.0,0.0,1016,final,90,1017,0.0,0.0,17,642,5524,2426,402,10.4,1386219600,117,5.2,2.8,LGA
100,2013-12-06,6.1,27,230,100,92,773,430,12.8,1386309600,0.7000000000000001,184,8.9,1386381600,2.8,1386388800,18.0,18.0,1015,final,86,1016,0.0,0.0,20,640,5509,2411,484,8.2,1386306000,184,10.4,4.4,LGA
80,2013-12-07,-4.1,27,229,100,92,772,429,5.0,1386442800,1.4,272,8.9,1386435600,0.6000000000000001,1386475200,5.5,5.5,1025,final,62,1026,1.0,0.0,81,638,5495,2397,1943,2.9,1386392400,272,9.3,5.5,LGA
81,2013-12-08,-7.7,27,228,99,91,771,427,0.6000000000000001,1386532800,0.7000000000000001,137,7.6,1386493200,-2.0,1386543600,4.5,4.5,1032,final,60,1033,51.5,0.0,25,637,5482,2384,596,-0.6000000000000001,1386478800,137,9.3,4.2,LGA
93,2013-12-09,0.30000000000000004,26,228,99,91,770,425,4.0,1386626400,0.7000000000000001,145,10.7,1386583200,0.0,1386568800,7.5,7.5,1018,final,86,1019,1.0,13.0,11,635,5470,2371,268,2.4,1386565200,145,13.2,5.7,LGA
74,2013-12-10,-3.4,26,227,98,91,770,424,3.8,1386651600,0.8,275,11.2,1386734400,-0.6000000000000001,1386734400,7.0,7.0,1014,final,72,1015,59.5,4.0,19,634,5460,2360,456,1.4,1386651600,275,13.4,5.0,LGA
30,2013-12-11,-11.3,26,227,98,91,769,423,0.6000000000000001,1386792000,2.2,256,10.7,1386820800,-2.8,1386759600,0.0,0.0,1023,final,45,1024,0.0,2.0,95,632,5450,2350,2283,-0.8,1386738000,256,12.1,6.5,LGA
33,2013-12-12,-14.6,26,227,98,91,768,422,-1.3,1386824400,2.3,299,10.7,1386900000,-5.0,1386856800,0.0,0.0,1024,final,42,1024,0.0,3.0,98,631,5441,2341,2341,-3.4,1386824400,299,13.2,6.5,LGA
62,2013-12-13,-13.4,26,226,97,91,768,421,1.7000000000000002,1386990000,2.3,267,10.3,1386954000,-4.3,1386910800,0.0,0.0,1021,final,38,1022,0.0,2.0,97,630,5434,2332,2332,-0.9,1386910800,267,13.9,5.9,LGA
100,2013-12-14,-6.4,26,226,97,91,768,420,2.0,1387080000,0.7000000000000001,71,13.0,1387072800,-4.4,1387047600,14.0,14.0,1025,final,76,1026,149.5,2.0,20,630,5427,2325,479,-2.6,1386997200,71,14.9,7.5,LGA
90,2013-12-15,-2.7,26,226,97,91,767,419,3.9,1387134000,2.3,240,15.7,1387094400,-1.0,1387112400,13.0,13.0,1003,final,74,1004,5.0,66.0,86,629,5422,2319,2052,1.8,1387083600,240,16.2,6.5,LGA
45,2013-12-16,-12.1,26,226,96,91,767,418,0.6000000000000001,1387173600,1.6,286,11.6,1387184400,-3.3,1387252800,0.0,0.0,1017,final,45,1018,0.0,38.0,68,628,5418,2314,1620,-1.6,1387170000,286,12.4,5.5,LGA
