clouds,datetime,dewpt,dhi,dni,ghi,max_dhi,max_dni,max_ghi,max_temp,max_temp_ts,max_uv,max_wind_dir,max_wind_spd,max_wind_spd_ts,min_temp,min_temp_ts,precip,precip_gpm,pres,revision_status,rh,slp,snow,snow_depth,solar_rad,t_dhi,t_dni,t_ghi,t_solar_rad,temp,ts,wind_dir,wind_gust_spd,wind_spd,airport
76,2013-07-14,22.0,57,448,350,123,919,982,33.3,1373828400,9.0,245,5.9,1373842800,24.0,1373774400,0.0,0.0,1024,final,69,1025,0.0,0.0,340,1357,10754,8410,8149,28.8,1373774400,245,9.3,3.3,EWR
56,2013-07-15,21.0,56,447,350,123,919,981,36.1,1373914800,8.0,294,7.0,1373922000,25.6,1373875200,0.0,0.0,1021,final,57,1022,0.0,0.0,341,1355,10734,8391,8190,30.9,1373860800,294,10.2,4.2,EWR
56,2013-07-16,18.4,56,446,349,123,919,980,34.4,1374001200,9.2,193,6.5,1373976000,26.7,1373968800,0.0,0.0,1020,final,49,1021,0.0,0.0,325,1352,10712,8370,7811,30.6,1373947200,193,10.3,4.5,EWR
34,2013-07-17,20.3,56,445,348,123,919,979,34.4,1374076800,7.2,117,4.4,1374116400,26.1,1374048000,0.0,0.0,1019,final,55,1020,0.0,0.0,338,1350,10689,8349,8107,30.8,1374033600,117,6.0,2.2,EWR
46,2013-07-18,21.0,56,444,347,123,919,978,37.8,1374174000,7.9,270,4.7,1374166800,26.7,1374138000,0.5,0.5,1015,final,53,1016,0.0,0.0,317,1347,10666,8327,7610,32.4,1374120000,270,8.4,3.4,EWR
53,2013-07-19,23.2,56,443,346,123,918,977,37.8,1374264000,8.7,234,9.0,1374267600,27.8,1374224400,0.5,0.5,1011,final,59,1012,0.0,0.0,333,1344,10642,8304,7986,32.8,1374206400,234,12.7,6.0,EWR
88,2013-07-20,21.5,56,442,345,123,918,976,34.4,1374354000,3.2,234,7.6,1374350400,25.6,1374372000,13.0,13.0,1007,final,63,1008,0.0,0.0,106,1341,10616,8281,2534,29.8,1374292800,234,12.9,5.8,EWR
83,2013-07-21,18.6,56,441,344,122,918,974,30.6,1374429600,6.2,138,4.3,1374404400,25.0,1374397200,1.5,1.5,1011,final,61,1012,0.0,0.0,280,1338,10590,8256,6722,27.2,1374379200,138,8.0,2.5,EWR
90,2013-07-22,22.1,56,440,343,122,918,973,30.0,1374519600,3.6,98,4.3,1374530400,25.0,1374541200,6.5,6.5,1011,final,77,1012,0.0,0.0,110,1335,10562,8232,2645,26.5,1374465600,98,6.8,2.5,EWR
82,2013-07-23,21.8,55,439,342,122,918,972,31.1,1374606000,8.3,222,7.2,1374613200,23.0,1374577200,23.0,23.0,1003,final,75,1003,0.0,0.0,289,1331,10534,8206,6944,27.1,1374552000,222,9.2,4.3,EWR
64,2013-07-24,17.0,55,438,341,122,918,970,28.3,1374688800,3.1,293,7.0,1374721200,21.1,1374721200,0.0,0.0,1006,final,60,1007,0.0,0.0,126,1328,10504,8180,3013,25.6,1374638400,293,10.8,4.6,EWR
96,2013-07-25,11.9,55,436,340,122,917,969,20.8,1374724800,3.1,24,8.8,1374728400,17.8,1374750000,0.5,0.5,1015,final,63,1016,0.0,0.0,86,1324,10474,8153,2059,19.2,1374724800,24,11.8,6.3,EWR
80,2013-07-26,14.5,55,435,339,122,917,967,28.9,1374865200,8.7,243,6.1,1374876000,19.4,1374811200,0.0,0.0,1015,final,59,1016,0.0,0.0,319,1320,10443,8125,7661,23.6,1374811200,243,9.1,4.4,EWR
72,2013-07-27,17.5,55,434,337,122,917,966,28.3,1374951600,3.2,191,6.7,1374962400,19.4,1374915600,0.0,0.0,1015,final,70,1016,0.0,0.0,170,1316,10410,8097,4070,23.8,1374897600,191,9.9,3.5,EWR
77,2013-07-28,20.3,55,432,336,122,917,964,26.1,1375038000,3.1,149,5.5,1375041600,20.6,1374994800,10.5,10.5,1013,final,84,1014,0.0,0.0,100,1312,10377,8068,2410,23.2,1374984000,149,9.2,2.7,EWR
50,2013-07-29,16.1,54,431,335,122,917,963,30.0,1375128000,8.6,256,7.1,1375128000,21.1,1375092000,11.5,11.5,1015,final,61,1016,0.0,0.0,331,1308,10344,8039,7945,25.3,1375070400,256,9.0,3.3,EWR
36,2013-07-30,12.4,54,430,334,122,917,961,27.8,1375203600,5.6,279,6.3,1375203600,18.9,1375174800,0.0,0.0,1019,final,50,1020,0.0,0.0,195,1304,10309,8008,4670,23.9,1375156800,279,10.1,3.7,EWR
66,2013-07-31,14.6,54,428,332,122,916,959,27.8,1375290000,3.0,204,5.3,1375311600,18.9,1375261200,0.0,0.0,1018,final,57,1019,0.0,0.0,86,1299,10275,7978,2063,23.9,1375243200,204,7.7,2.7,EWR
93,2013-08-01,18.7,54,427,331,122,916,957,23.9,1375358400,3.0,173,4.4,1375362000,20.6,1375380000,9.5,9.5,1012,final,82,1013,0.0,0.0,69,1294,10241,7946,1665,21.9,1375329600,173,10.4,2.5,EWR
68,2013-08-02,16.7,54,425,330,122,916,955,30.0,1375470000,8.2,265,8.2,1375473600,19.4,1375434000,0.0,0.0,1010,final,64,1011,0.0,0.0,294,1289,10208,7915,7059,24.9,1375416000,265,11.7,3.9,EWR
85,2013-08-03,17.0,53,424,328,122,916,953,26.7,1375563600,5.4,244,7.3,1375556400,20.6,1375506000,4.5,4.5,1011,final,70,1012,0.0,0.0,181,1284,10175,7882,4338,22.7,1375502400,244,9.8,4.1,EWR
54,2013-08-04,12.6,53,423,327,122,915,951,27.8,1375646400,8.2,265,8.3,1375650000,18.3,1375606800,0.0,0.0,1011,final,52,1012,0.0,0.0,324,1279,10145,7850,7775,23.5,1375588800,265,13.2,4.5,EWR
51,2013-08-05,8.5,53,422,326,121,915,949,26.1,1375732800,8.4,306,5.3,1375722000,16.7,1375693200,0.0,0.0,1015,final,44,1016,0.0,0.0,310,1273,10117,7816,7438,21.8,1375675200,306,8.9,3.8,EWR
73,2013-08-06,12.4,53,420,324,121,915,947,27.2,1375812000,8.1,164,5.4,1375812000,17.2,1375783200,0.0,0.0,1017,final,53,1018,0.0,0.0,256,1268,10090,7783,6146,22.8,1375761600,164,8.8,3.0,EWR
93,2013-08-07,17.8,53,419,323,121,915,945,26.1,1375898400,3.6,155,6.2,1375905600,21.7,1375866000,0.0,0.0,1018,final,72,1019,0.0,0.0,104,1263,10065,7749,2505,23.3,1375848000,155,10.0,3.4,EWR
91,2013-08-08,21.4,52,418,321,121,914,943,28.3,1375977600,5.4,177,5.2,1375995600,21.1,1375945200,14.5,14.5,1016,final,86,1017,0.0,0.0,143,1259,10043,7714,3431,24.0,1375934400,177,8.8,3.0,EWR
92,2013-08-09,22.8,52,418,320,121,914,941,31.1,1376071200,3.1,211,9.2,1376067600,23.3,1376020800,11.0,11.0,1010,final,81,1011,0.0,0.0,87,1254,10024,7680,2097,26.4,1376020800,211,11.9,4.8,EWR
81,2013-08-10,16.9,52,417,319,121,914,938,28.9,1376168400,6.6,297,5.8,1376143200,21.7,1376128800,0.0,0.0,1013,final,61,1014,0.0,0.0,268,1251,10004,7644,6442,25.5,1376107200,297,9.7,3.8,EWR
63,2013-08-11,13.1,52,416,317,121,914,936,28.9,1376251200,5.0,180,4.6,1376251200,17.8,1376208000,0.0,0.0,1017,final,54,1018,0.0,0.0,260,1248,9984,7608,6247,23.3,1376193600,180,6.0,2.5,EWR
86,2013-08-12,18.9,52,415,315,121,913,933,27.8,1376334000,6.1,171,3.1,1376341200,21.0,1376305200,2.0,2.0,1014,final,74,1015,0.0,0.0,247,1245,9964,7572,5923,24.1,1376280000,171,4.4,1.6,EWR
87,2013-08-13,20.0,52,414,314,121,913,931,25.6,1376427600,6.9,145,4.0,1376449200,21.1,1376409600,23.0,23.0,1007,final,83,1008,0.0,0.0,163,1241,9943,7534,3912,23.2,1376366400,145,17.2,2.1,EWR
57,2013-08-14,10.1,52,413,312,121,913,928,24.4,1376503200,5.7,310,9.3,1376506800,16.7,1376474400,0.0,0.0,1010,final,52,1011,0.0,0.0,241,1238,9921,7496,5782,20.7,1376452800,310,15.1,6.3,EWR
49,2013-08-15,9.2,51,412,311,121,912,926,26.1,1376593200,7.6,283,4.1,1376589600,15.0,1376557200,0.0,0.0,1018,final,50,1019,0.0,0.0,303,1235,9898,7457,7265,20.8,1376539200,283,8.2,2.8,EWR
75,2013-08-16,11.6,51,411,309,120,912,923,25.6,1376665200,6.6,208,3.5,1376690400,16.7,1376647200,0.0,0.0,1020,final,56,1021,0.0,0.0,232,1232,9875,7418,5573,21.6,1376625600,208,5.6,2.0,EWR
70,2013-08-17,12.5,51,410,307,120,912,920,27.8,1376758800,6.9,165,3.7,1376769600,16.7,1376730000,0.0,0.0,1023,final,55,1024,0.0,0.0,173,1228,9851,7378,4150,22.5,1376712000,165,4.8,2.4,EWR
92,2013-08-18,13.5,51,409,306,120,911,917,25.0,1376852400,2.9,99,4.3,1376852400,19.4,1376816400,0.5,0.5,1021,final,59,1022,0.0,0.0,90,1225,9826,7337,2167,22.1,1376798400,99,5.2,2.2,EWR
78,2013-08-19,16.0,51,408,304,120,911,915,26.1,1376931600,2.7,239,5.7,1376942400,17.8,1376906400,0.5,0.5,1017,final,70,1018,0.0,0.0,77,1221,9801,7296,1840,22.2,1376884800,239,6.8,3.2,EWR
37,2013-08-20,17.2,51,407,302,120,910,912,31.7,1377021600,7.7,229,4.7,1377032400,18.9,1376985600,0.0,0.0,1017,final,63,1018,0.0,0.0,294,1217,9775,7254,7058,25.6,1376971200,229,5.6,2.7,EWR
43,2013-08-21,16.3,51,406,300,120,910,909,32.2,1377111600,8.5,247,4.7,1377115200,21.1,1377079200,0.0,0.0,1019,final,55,1020,0.0,0.0,278,1213,9748,7211,6663,27.0,1377057600,247,6.4,2.4,EWR
87,2013-08-22,21.2,50,405,299,120,910,906,26.0,1377187200,3.8,239,5.1,1377172800,22.0,1377176400,3.5,3.5,1014,final,85,1015,0.0,0.0,131,1210,9720,7168,3138,23.9,1377144000,239,7.6,3.1,EWR
80,2013-08-23,14.7,50,404,297,120,909,902,27.8,1377277200,2.7,233,6.8,1377277200,20.6,1377313200,0.0,0.0,1013,final,58,1014,0.0,0.0,112,1205,9691,7124,2689,24.2,1377230400,233,8.8,4.5,EWR
38,2013-08-24,11.4,50,403,295,119,909,899,26.1,1377370800,8.6,86,7.2,1377345600,17.2,1377338400,0.0,0.0,1023,final,54,1024,0.0,0.0,295,1201,9662,7080,7080,21.7,1377316800,86,8.5,4.2,EWR
58,2013-08-25,12.3,50,401,293,119,908,896,28.3,1377457200,7.8,238,6.0,1377468000,16.1,1377424800,0.0,0.0,1025,final,55,1026,0.0,0.0,215,1197,9631,7034,5157,22.7,1377403200,238,8.6,3.0,EWR
92,2013-08-26,15.6,50,400,291,119,908,893,28.9,1377550800,6.7,237,7.7,1377532800,19.4,1377500400,1.0,1.0,1017,final,60,1018,0.0,0.0,176,1193,9599,6989,4218,24.1,1377489600,237,10.9,5.5,EWR
77,2013-08-27,19.1,50,399,289,119,907,889,31.1,1377637200,7.9,262,7.3,1377612000,22.2,1377586800,2.5,2.5,1010,final,66,1011,0.0,0.0,257,1189,9567,6942,6170,26.5,1377576000,262,10.3,4.4,EWR
74,2013-08-28,20.7,49,397,287,119,907,886,28.9,1377698400,3.3,107,3.3,1377702000,22.2,1377684000,2.5,2.5,1010,final,79,1011,0.0,0.0,147,1184,9533,6896,3519,24.8,1377662400,107,5.6,1.7000000000000002,EWR
91,2013-08-29,19.5,49,396,285,119,906,882,26.7,1377802800,5.1,84,3.8,1377795600,21.7,1377831600,0.0,0.0,1013,final,80,1014,0.0,0.0,223,1179,9498,6848,5347,23.4,1377748800,84,6.8,2.9,EWR
91,2013-08-30,19.2,49,394,283,119,906,879,28.9,1377892800,3.1,222,6.5,1377907200,21.0,1377842400,0.0,0.0,1013,final,74,1014,0.0,0.0,112,1175,9463,6800,2684,24.5,1377835200,222,9.8,4.5,EWR
88,2013-08-31,21.3,49,393,281,118,905,875,30.6,1377982800,2.7,216,6.2,1377986400,22.0,1377939600,0.5,0.5,1009,final,75,1010,0.0,0.0,91,1170,9426,6752,2178,26.2,1377921600,216,9.8,4.7,EWR
81,2013-09-01,21.7,49,391,279,118,904,871,28.9,1378058400,2.5,173,4.6,1378022400,23.0,1378026000,3.0,3.0,1008,final,79,1009,0.0,0.0,101,1165,9387,6703,2430,25.8,1378008000,173,7.2,3.0,EWR
78,2013-09-02,22.5,48,389,277,118,904,867,28.0,1378137600,3.3,176,3.9,1378144800,23.9,1378177200,8.5,8.5,1006,final,85,1007,0.0,0.0,142,1160,9348,6653,3397,25.3,1378094400,176,4.4,1.6,EWR
80,2013-09-03,17.5,48,388,275,118,903,864,28.3,1378238400,5.2,267,5.8,1378242000,21.1,1378263600,1.5,1.5,1007,final,68,1008,0.0,0.0,192,1155,9307,6603,4609,24.6,1378180800,267,10.8,3.5,EWR
26,2013-09-04,13.4,48,386,273,118,903,860,27.8,1378317600,7.8,276,6.6,1378324800,18.3,1378281600,0.0,0.0,1013,final,57,1014,0.0,0.0,273,1149,9265,6553,6553,22.8,1378267200,276,10.3,4.3,EWR
47,2013-09-05,10.7,48,384,271,118,902,856,26.1,1378400400,5.6,264,7.8,1378418400,17.2,1378375200,0.0,0.0,1015,final,53,1016,0.0,0.0,187,1144,9221,6502,4481,21.5,1378353600,264,12.5,4.7,EWR
45,2013-09-06,5.4,47,382,269,117,901,852,21.7,1378497600,6.3,195,5.5,1378472400,12.8,1378461600,0.0,0.0,1021,final,46,1022,0.0,0.0,265,1138,9176,6451,6352,17.7,1378440000,195,9.6,3.2,EWR
59,2013-09-07,8.4,47,380,267,117,901,847,26.7,1378584000,6.0,231,5.0,1378569600,11.7,1378544400,0.0,0.0,1016,final,50,1017,0.0,0.0,166,1132,9130,6399,3983,20.2,1378526400,231,8.8,3.1,EWR
62,2013-09-08,11.9,47,378,264,117,900,843,28.3,1378666800,5.8,271,9.7,1378666800,17.2,1378695600,0.0,0.0,1011,final,52,1012,0.0,0.0,245,1126,9082,6347,5884,22.9,1378612800,271,14.1,5.7,EWR
66,2013-09-09,9.3,47,376,262,117,899,839,21.7,1378753200,2.3,94,4.8,1378767600,12.8,1378720800,0.0,0.0,1021,final,58,1022,0.0,0.0,83,1120,9032,6295,1990,18.0,1378699200,94,8.0,3.7,EWR
87,2013-09-10,19.7,46,374,260,117,898,835,31.7,1378843200,2.3,211,6.3,1378821600,20.0,1378785600,0.5,0.5,1018,final,72,1019,0.0,0.0,77,1114,8982,6242,1841,25.3,1378785600,211,9.3,4.8,EWR
61,2013-09-11,22.3,46,372,258,116,898,830,35.0,1378922400,4.4,216,6.6,1378936800,23.9,1378890000,0.0,0.0,1016,final,68,1017,0.0,0.0,208,1107,8930,6189,4980,29.3,1378872000,216,9.3,4.4,EWR
73,2013-09-12,21.3,46,370,256,116,897,826,29.0,1379012400,5.3,199,6.4,1379001600,21.1,1379037600,11.5,11.5,1009,final,78,1010,0.0,0.0,189,1101,8878,6136,4547,25.6,1378958400,199,14.1,3.6,EWR
72,2013-09-13,14.6,46,368,253,116,896,821,25.6,1379095200,4.8,302,9.8,1379106000,15.6,1379127600,0.5,0.5,1005,final,69,1006,0.0,0.0,195,1094,8826,6083,4678,21.0,1379044800,302,14.6,4.9,EWR
40,2013-09-14,7.3,45,366,251,116,895,817,19.4,1379188800,3.6,307,6.6,1379192400,12.2,1379214000,0.0,0.0,1014,final,59,1015,0.0,0.0,123,1087,8775,6030,2962,15.5,1379131200,307,11.3,4.8,EWR
59,2013-09-15,7.2,45,364,249,116,894,812,22.8,1379275200,2.7,255,4.0,1379286000,9.4,1379235600,0.0,0.0,1019,final,56,1020,0.0,0.0,112,1079,8726,5977,2685,16.7,1379217600,255,7.9,2.6,EWR
77,2013-09-16,11.2,45,362,247,115,893,808,22.8,1379354400,5.4,297,7.5,1379386800,14.4,1379386800,1.0,1.0,1018,final,66,1019,0.0,0.0,168,1072,8684,5924,4039,18.2,1379304000,297,10.3,3.8,EWR
18,2013-09-17,3.5,44,360,245,115,892,803,18.9,1379448000,6.9,87,7.9,1379422800,9.4,1379412000,0.0,0.0,1027,final,51,1028,0.0,0.0,245,1064,8647,5871,5871,14.0,1379390400,87,10.9,4.3,EWR
4,2013-09-18,6.8,44,359,242,115,892,798,22.2,1379530800,6.8,239,4.7,1379538000,10.0,1379494800,0.0,0.0,1024,final,57,1025,0.0,0.0,242,1059,8610,5818,5818,16.0,1379476800,239,5.3,2.3,EWR
8,2013-09-19,9.4,44,357,240,115,891,793,25.0,1379613600,6.7,219,3.6,1379613600,10.0,1379577600,0.0,0.0,1019,final,63,1020,0.0,0.0,240,1054,8572,5765,5765,17.5,1379563200,219,5.2,2.5,EWR
17,2013-09-20,13.0,44,356,238,114,890,788,25.6,1379696400,6.6,181,5.1,1379707200,12.8,1379660400,0.0,0.0,1016,final,70,1017,0.0,0.0,238,1049,8533,5711,5711,19.0,1379649600,181,6.8,2.8,EWR
84,2013-09-21,16.2,43,354,236,114,889,784,26.7,1379790000,4.6,166,7.0,1379797200,15.0,1379757600,1.5,1.5,1010,final,79,1011,0.0,0.0,161,1043,8493,5658,3865,20.3,1379736000,166,11.6,3.7,EWR
72,2013-09-22,10.4,43,352,233,114,888,779,20.7,1379872800,5.7,303,8.0,1379876400,13.3,1379905200,17.5,17.5,1007,final,65,1008,0.0,0.0,203,1038,8453,5604,4878,17.9,1379822400,303,13.7,5.3,EWR
20,2013-09-23,4.5,43,350,231,114,887,774,18.9,1379962800,6.4,314,6.8,1379948400,10.6,1379930400,0.0,0.0,1014,final,52,1015,0.0,0.0,231,1032,8411,5549,5549,14.5,1379908800,314,10.7,5.0,EWR
16,2013-09-24,5.1,43,349,229,113,886,769,23.9,1380052800,6.3,287,5.8,1380049200,8.9,1380016800,0.0,0.0,1014,final,52,1015,0.0,0.0,229,1027,8368,5495,5495,15.9,1379995200,287,9.3,3.7,EWR
48,2013-09-25,6.7,43,347,227,113,884,763,23.3,1380135600,2.7,167,3.6,1380085200,11.1,1380103200,0.0,0.0,1012,final,53,1013,0.0,0.0,102,1021,8325,5440,2458,17.1,1380081600,167,6.0,1.8,EWR
59,2013-09-26,12.4,42,345,224,113,883,758,21.0,1380211200,2.8,82,5.3,1380200400,12.8,1380178800,0.0,0.0,1015,final,75,1016,0.0,0.0,151,1015,8281,5385,3624,17.0,1380168000,82,6.4,3.1,EWR
76,2013-09-27,10.3,42,343,222,113,882,753,20.0,1380301200,4.4,61,5.1,1380283200,12.8,1380268800,0.0,0.0,1021,final,67,1022,0.0,0.0,151,1009,8236,5331,3613,16.6,1380254400,61,6.0,3.7,EWR
41,2013-09-28,10.8,42,341,220,112,881,748,22.8,1380394800,4.9,64,4.4,1380376800,13.3,1380362400,0.0,0.0,1024,final,65,1025,0.0,0.0,183,1003,8190,5276,4388,17.9,1380340800,64,7.2,3.2,EWR
52,2013-09-29,11.9,42,339,218,112,880,743,21.7,1380474000,3.0,74,3.6,1380488400,12.2,1380445200,0.0,0.0,1020,final,74,1021,0.0,0.0,169,996,8144,5220,4051,16.9,1380427200,74,5.6,2.1,EWR
51,2013-09-30,10.9,41,337,215,112,879,737,22.8,1380560400,4.9,140,3.3,1380571200,11.7,1380535200,0.0,0.0,1016,final,69,1017,0.0,0.0,186,990,8097,5165,4463,17.3,1380513600,140,4.4,2.2,EWR
32,2013-10-01,12.4,41,335,213,112,877,732,27.8,1380654000,5.5,242,4.9,1380657600,11.7,1380618000,0.0,0.0,1013,final,63,1014,0.0,0.0,202,983,8051,5110,4842,20.3,1380600000,242,9.3,2.5,EWR
6,2013-10-02,13.9,41,334,211,111,876,727,29.4,1380740400,5.7,257,6.0,1380744000,14.4,1380700800,0.0,0.0,1013,final,60,1014,0.0,0.0,211,977,8005,5055,5055,22.6,1380686400,257,9.7,3.4,EWR
69,2013-10-03,12.9,40,332,208,111,875,721,26.7,1380826800,1.8,191,3.1,1380823200,17.2,1380794400,0.0,0.0,1017,final,59,1018,0.0,0.0,56,970,7961,5000,1350,21.8,1380772800,191,4.4,1.8,EWR
81,2013-10-04,15.8,40,330,206,111,873,716,31.7,1380909600,5.3,232,5.7,1380916800,17.8,1380880800,0.0,0.0,1015,final,61,1016,0.0,0.0,202,963,7918,4945,4851,24.3,1380859200,232,8.2,2.7,EWR
85,2013-10-05,17.5,40,328,204,110,872,710,25.0,1381003200,2.7,69,3.6,1380978000,17.8,1380970800,0.0,0.0,1016,final,85,1017,0.0,0.0,116,955,7877,4891,2780,20.2,1380945600,69,6.0,2.6,EWR
100,2013-10-06,18.6,40,327,202,110,871,705,21.1,1381107600,2.8,109,4.1,1381089600,18.0,1381032000,0.0,0.0,1017,final,92,1018,0.0,0.0,107,949,7836,4837,2571,19.9,1381032000,109,10.0,3.1,EWR
88,2013-10-07,17.9,39,325,199,110,869,699,27.0,1381168800,1.8,188,10.3,1381168800,15.6,1381201200,13.5,13.5,1011,final,85,1012,0.0,0.0,85,943,7795,4782,2031,20.5,1381118400,188,19.3,4.2,EWR
81,2013-10-08,6.6,39,323,197,110,868,694,20.6,1381258800,2.2,208,6.0,1381262400,12.2,1381222800,0.0,0.0,1021,final,56,1022,0.0,0.0,92,938,7752,4728,2217,15.7,1381204800,208,9.1,3.7,EWR
87,2013-10-09,7.2,39,321,195,109,867,688,17.2,1381345200,1.6,31,7.2,1381338000,10.6,1381312800,0.0,0.0,1026,final,63,1027,0.0,0.0,49,932,7709,4674,1172,14.1,1381291200,31,10.3,5.1,EWR
99,2013-10-10,10.4,39,319,192,109,865,683,17.2,1381435200,1.6,24,7.2,1381428000,11.7,1381402800,19.0,19.0,1021,final,76,1022,0.0,0.0,37,926,7665,4620,898,14.6,1381377600,24,10.8,5.8,EWR
95,2013-10-11,13.4,38,317,190,109,864,677,20.6,1381525200,1.6,35,7.2,1381518000,15.0,1381467600,13.0,13.0,1016,final,76,1017,0.0,0.0,46,920,7619,4566,1110,17.8,1381464000,35,10.8,5.8,EWR
82,2013-10-12,7.5,38,316,188,108,862,672,22.8,1381608000,4.7,45,8.2,1381597200,15.0,1381575600,0.0,0.0,1020,final,50,1021,0.0,0.0,188,914,7573,4512,4510,18.7,1381550400,45,11.2,6.0,EWR
76,2013-10-13,10.0,38,314,186,108,861,666,18.9,1381690800,4.1,48,7.7,1381644000,13.0,1381662000,0.0,0.0,1026,final,69,1027,0.0,0.0,168,908,7526,4459,4042,15.8,1381636800,48,10.5,5.1,EWR
49,2013-10-14,8.9,38,312,184,108,859,661,18.9,1381777200,2.8,94,3.1,1381723200,10.0,1381744800,0.0,0.0,1025,final,69,1026,0.0,0.0,149,902,7477,4405,3578,14.8,1381723200,94,4.8,2.2,EWR
39,2013-10-15,9.9,37,310,181,107,858,655,21.1,1381856400,4.8,85,3.6,1381863600,10.6,1381827600,0.0,0.0,1021,final,70,1022,0.0,0.0,181,896,7428,4352,4341,15.7,1381809600,85,5.6,2.2,EWR
92,2013-10-16,12.7,37,307,179,107,856,650,19.4,1381946400,1.5,129,3.1,1381906800,12.8,1381906800,0.5,0.5,1015,final,80,1016,0.0,0.0,41,890,7379,4299,991,16.2,1381896000,129,4.0,2.2,EWR
95,2013-10-17,15.7,37,305,177,107,854,644,23.3,1382032800,1.9,194,4.4,1382058000,16.1,1381982400,1.0,1.0,1009,final,82,1010,0.0,0.0,68,883,7329,4247,1621,18.9,1381982400,194,7.6,3.1,EWR
34,2013-10-18,7.4,37,303,175,106,853,638,20.6,1382122800,4.2,264,8.3,1382083200,11.1,1382151600,0.0,0.0,1009,final,55,1010,0.0,0.0,175,877,7278,4195,4193,17.0,1382068800,264,11.8,6.0,EWR
72,2013-10-19,7.2,36,301,173,106,851,633,17.2,1382202000,1.4,192,4.7,1382234400,8.9,1382173200,1.0,1.0,1011,final,66,1012,0.0,0.0,52,870,7228,4143,1240,13.5,1382155200,192,9.2,2.2,EWR
29,2013-10-20,3.5,36,299,171,106,849,627,18.3,1382295600,4.5,267,6.1,1382302800,9.4,1382266800,0.0,0.0,1012,final,54,1013,0.0,0.0,171,863,7178,4092,4092,13.7,1382241600,267,10.3,4.6,EWR
21,2013-10-21,3.1,36,297,168,105,848,622,20.0,1382382000,4.5,211,5.3,1382392800,6.7,1382353200,0.0,0.0,1017,final,54,1018,0.0,0.0,168,857,7129,4041,4041,13.3,1382328000,211,8.0,3.1,EWR
50,2013-10-22,7.1,35,295,166,105,846,616,19.4,1382457600,3.0,238,5.5,1382461200,9.4,1382432400,0.0,0.0,1009,final,66,1010,0.0,0.0,124,850,7082,3991,2979,13.7,1382414400,238,8.8,3.5,EWR
73,2013-10-23,1.8,35,293,164,105,844,611,13.3,1382554800,1.5,193,6.3,1382569200,7.2,1382583600,0.0,0.0,1005,final,58,1006,0.0,0.0,63,843,7039,3942,1504,9.8,1382500800,193,11.2,3.5,EWR
38,2013-10-24,-1.5,35,292,162,104,843,605,13.3,1382637600,3.5,261,8.0,1382641200,3.9,1382608800,0.0,0.0,1011,final,53,1012,0.0,0.0,159,835,7000,3893,3817,8.2,1382587200,261,12.5,5.4,EWR
32,2013-10-25,-2.0,35,290,160,104,841,600,12.2,1382731200,2.1,269,7.9,1382731200,2.8,1382691600,0.0,0.0,1019,final,52,1020,0.0,0.0,95,829,6964,3845,2279,7.8,1382673600,269,12.9,4.6,EWR
41,2013-10-26,-1.6,34,289,158,104,839,595,13.3,1382814000,4.2,216,10.0,1382817600,0.6000000000000001,1382781600,0.0,0.0,1018,final,54,1019,0.0,0.0,158,824,6928,3797,3797,8.0,1382760000,216,15.1,5.1,EWR
64,2013-10-27,-1.3,34,287,156,103,837,589,16.1,1382900400,3.3,257,8.6,1382900400,6.7,1382871600,0.0,0.0,1014,final,43,1014,0.0,0.0,150,819,6891,3750,3593,11.1,1382846400,257,11.2,4.7,EWR
49,2013-10-28,-0.7000000000000001,34,286,154,103,836,584,17.2,1382983200,3.9,238,6.5,1382979600,3.3,1382950800,0.0,0.0,1022,final,49,1023,0.0,0.0,152,814,6854,3703,3657,10.5,1382932800,238,10.3,3.5,EWR
65,2013-10-29,-0.6000000000000001,34,284,152,103,834,579,13.9,1383073200,2.6,46,5.4,1383048000,6.1,1383044400,0.0,0.0,1027,final,51,1028,0.0,0.0,142,809,6816,3656,3403,9.3,1383019200,46,6.8,3.3,EWR
90,2013-10-30,5.4,33,282,150,102,832,573,16.7,1383156000,1.4,135,4.3,1383159600,6.0,1383123600,0.0,0.0,1023,final,67,1024,0.0,0.0,60,804,6778,3610,1449,11.4,1383105600,135,6.4,1.8,EWR
96,2013-10-31,12.7,33,281,149,102,830,568,20.0,1383256800,1.4,140,7.0,1383271200,11.1,1383206400,1.0,1.0,1016,final,82,1017,0.0,0.0,57,799,6740,3564,1363,15.9,1383192000,140,10.8,2.5,EWR
82,2013-11-01,14.4,33,279,147,102,828,563,21.7,1383332400,2.6,217,10.1,1383314400,15.0,1383361200,2.0,2.0,1002,final,76,1003,0.0,0.0,99,794,6701,3519,2374,19.0,1383278400,217,22.1,6.5,EWR
72,2013-11-02,7.3,33,278,145,101,826,558,19.4,1383415200,2.9,197,5.8,1383422400,11.1,1383382800,0.0,0.0,1004,final,61,1005,0.0,0.0,133,789,6662,3475,3189,15.1,1383364800,197,13.7,2.7,EWR
67,2013-11-03,-1.0,31,265,137,101,825,553,12.1,1383451200,1.7000000000000002,287,10.1,1383516000,2.8,1383537600,0.0,0.0,1018,final,53,1019,0.0,0.0,80,783,6622,3431,1999,8.3,1383451200,287,13.8,5.9,EWR
47,2013-11-04,-8.4,32,274,141,100,823,548,7.8,1383591600,3.7,67,6.7,1383570000,0.0,1383559200,0.0,0.0,1035,final,40,1036,0.0,0.0,103,778,6582,3387,2479,4.5,1383541200,67,9.8,3.8,EWR
